#node_1 node_2 timestamp duration
1336 1337 3420 20
1336 1337 3440 20
1336 1337 3460 20
1336 1337 3480 20
1336 1337 3500 20
1337 1336 3520 20
1336 1337 3540 20
1336 1337 3560 20
1336 1337 3580 20
1336 1337 3600 20
1336 1337 3620 20
1336 1337 3640 20
1336 1337 3660 20
1336 1337 3680 20
1080 1125 3680 20
1336 1337 3700 20
1080 1125 3700 20
1080 1125 3720 20
1337 1336 3720 20
1336 1337 3740 20
1336 1337 3760 20
1336 1337 3780 20
1336 1337 3800 20
1125 1080 3800 20
1336 1337 3820 20
1080 1125 3840 20
1336 1337 3840 20
1336 1337 3860 20
1125 1080 3860 20
1080 1125 3880 20
1337 1336 3880 20
1336 1337 3900 20
1336 1337 3920 20
1337 1336 3940 20
1337 1336 3960 20
1336 1337 3980 20
1336 1337 4000 20
1336 1125 4000 20
1125 1337 4000 20
1336 1337 4020 20
1336 1080 4040 20
1336 1337 4040 20
1336 1080 4060 20
1336 1337 4060 20
1336 1337 4080 20
1336 1337 4100 20
1336 1337 4120 20
1337 1080 4120 20
1080 1336 4140 20
1336 1337 4140 20
1080 1336 4160 20
1080 1337 4160 20
1337 1336 4160 20
1336 1080 4180 20
1336 1337 4180 20
1080 1337 4180 20
1336 1080 4200 20
1336 1337 4200 20
1337 1336 4220 20
1080 1336 4240 20
1080 1337 4240 20
1337 1336 4240 20
1336 1080 4260 20
1080 1336 4280 20
1337 1125 4300 20
1337 1125 4320 20
1336 1080 4360 20
1337 1080 4360 20
1080 1336 4380 20
1080 1053 4380 20
1080 1336 4400 20
1080 1125 4400 20
1080 1336 4420 20
1080 1125 4420 20
1080 1053 4420 20
1336 1080 4440 20
1080 1336 4480 20
1125 1073 4500 20
1073 1080 4500 20
1125 1336 4520 20
1125 1080 4520 20
1073 1080 4520 20
1080 1336 4520 20
1337 1336 4520 20
1125 1336 4540 20
1125 1097 4540 20
1125 1097 4560 20
1073 1080 4560 20
1125 1080 4580 20
1125 1097 4580 20
1080 1336 4580 20
1125 1097 4600 20
1125 1073 4600 20
1073 1080 4600 20
1097 1080 4600 20
1125 1073 4620 20
1125 1097 4620 20
1097 1073 4620 20
1073 1336 4620 20
1073 1080 4620 20
1125 1097 4640 20
1125 1097 4660 20
1336 1080 4660 20
1336 1189 4660 20
1189 1336 4680 20
1073 1337 4680 20
1336 1125 4680 20
1189 1336 4700 20
1189 1080 4700 20
1189 1125 4700 20
1073 1337 4700 20
1189 1336 4720 20
1189 1080 4720 20
1189 1125 4720 20
1336 1080 4720 20
1189 1337 4740 20
1189 1125 4740 20
1337 1125 4740 20
1125 1337 4760 20
1125 1080 4780 20
1125 1337 4780 20
1080 1125 4800 20
1125 1337 4820 20
1143 1337 4820 20
1125 1075 4840 20
1125 1093 4840 20
1075 1336 4840 20
1336 1080 4860 20
1336 1075 4860 20
1075 1080 4860 20
1125 1093 4860 20
1075 1080 4880 20
1075 1337 4880 20
1075 1125 4880 20
1080 1337 4880 20
1336 1337 4880 20
1093 1125 4880 20
1075 1080 4900 20
1080 1125 4900 20
1125 1093 4900 20
1075 1125 4920 20
1093 1125 4920 20
1080 1125 4940 20
1093 1125 4940 20
1125 1080 4960 20
1125 1138 4960 20
1125 1093 4960 20
1080 1093 4960 20
1199 1125 4980 20
1138 1125 4980 20
1138 1143 4980 20
1080 1125 4980 20
1080 1143 4980 20
1093 1125 4980 20
1143 1080 5000 20
1080 1125 5000 20
1146 1125 5000 20
1093 1125 5000 20
1146 1125 5020 20
1093 1125 5020 20
1146 1125 5040 20
1093 1125 5040 20
1146 1093 5060 20
1093 1125 5060 20
1093 1125 5080 20
1125 1146 5100 20
1125 1093 5100 20
1138 1337 5100 20
1080 1039 5100 20
1146 1093 5100 20
1039 1080 5120 20
1138 1337 5120 20
1093 1125 5120 20
1164 1093 5140 20
1080 1125 5140 20
1093 1125 5140 20
1164 1125 5160 20
1080 1125 5160 20
1080 1093 5160 20
1093 1125 5160 20
1164 1080 5180 20
1164 1125 5180 20
1080 1125 5180 20
1080 1093 5180 20
1093 1125 5180 20
1164 1080 5200 20
1164 1125 5200 20
1143 1337 5200 20
1080 1125 5200 20
1080 1093 5200 20
1093 1125 5200 20
1164 1125 5220 20
1164 1093 5220 20
1143 1337 5220 20
1093 1125 5220 20
1164 1125 5240 20
1143 1337 5240 20
1093 1125 5240 20
1125 1164 5260 20
1125 1093 5280 20
1164 1142 5300 20
1142 1080 5300 20
1080 1125 5320 20
1080 1142 5320 20
1093 1125 5320 20
1164 1142 5340 20
1125 1080 5360 20
1125 1047 5360 20
1047 1228 5360 20
1164 1142 5360 20
1228 1080 5360 20
1047 1228 5380 20
1080 1125 5380 20
1189 1337 5400 20
1080 1144 5400 20
1080 1125 5400 20
1047 1125 5400 20
1080 1144 5420 20
1337 1199 5420 20
1075 1142 5440 20
1080 1144 5440 20
1337 1336 5440 20
1075 1142 5460 20
1199 1337 5460 20
1107 1125 5460 20
1080 1125 5460 20
1144 1125 5460 20
1107 1125 5480 20
1125 1144 5480 20
1164 1075 5480 20
1199 1337 5480 20
1080 1144 5480 20
1107 1125 5500 20
1125 1109 5500 20
1199 1337 5500 20
1107 1080 5520 20
1107 1125 5520 20
1080 1109 5520 20
1080 1125 5520 20
1073 1138 5520 20
1109 1125 5520 20
1189 1047 5540 20
1080 1109 5540 20
1107 1125 5540 20
1109 1125 5540 20
1125 1080 5560 20
1125 1107 5560 20
1143 1146 5580 20
1107 1125 5580 20
1080 1125 5580 20
1125 1107 5600 20
1125 1103 5600 20
1125 1107 5620 20
1073 1146 5620 20
1228 1199 5640 20
1073 1146 5640 20
1138 1337 5640 20
1080 1125 5640 20
1073 1146 5660 20
1138 1337 5660 20
1337 1146 5660 20
1073 1146 5680 20
1125 1080 5700 20
1125 1210 5700 20
1080 1210 5700 20
1228 1199 5720 20
1039 1138 5720 20
1080 1210 5720 20
1080 1125 5720 20
1210 1125 5720 20
1125 1080 5740 20
1080 1210 5740 20
1125 1210 5760 20
1125 1042 5760 20
1080 1210 5760 20
1042 1080 5780 20
1042 1210 5780 20
1042 1125 5780 20
1080 1210 5780 20
1210 1125 5780 20
1125 1080 5800 20
1125 1210 5800 20
1080 1210 5800 20
1199 1228 5820 20
1063 1080 5840 20
1042 1080 5840 20
1042 1125 5840 20
1080 1125 5840 20
1125 1080 5860 20
1125 1042 5860 20
1125 1063 5860 20
1063 1080 5860 20
1032 1080 5860 20
1228 1199 5860 20
1125 1032 5880 20
1125 1080 5880 20
1063 1080 5880 20
1228 1199 5880 20
1125 1080 5900 20
1125 1032 5900 20
1063 1080 5900 20
1032 1080 5900 20
1125 1032 5920 20
1125 1080 5920 20
1032 1080 5920 20
1125 1080 5940 20
1125 1032 5940 20
1032 1208 5940 20
1228 1199 5940 20
1080 1208 5940 20
1032 1208 5960 20
1032 1125 5960 20
1080 1208 5960 20
1208 1125 5960 20
1032 1210 5980 20
1032 1042 5980 20
1208 1080 5980 20
1208 1125 5980 20
1208 1071 5980 20
1208 1080 6000 20
1208 1125 6000 20
1208 1071 6000 20
1071 1125 6000 20
1125 1071 6020 20
1125 1080 6060 20
1125 1180 6080 20
1080 1180 6100 20
1080 1125 6100 20
1180 1125 6100 20
1180 1080 6120 20
1080 1125 6120 20
1180 1080 6140 20
1189 1138 6140 20
1073 1103 6140 20
1080 1125 6140 20
1180 1125 6160 20
1189 1138 6160 20
1180 1125 6180 20
1180 1143 6180 20
1189 1138 6180 20
1189 1138 6200 20
1080 1125 6200 20
1189 1075 6220 20
1090 1080 6220 20
1090 1125 6220 20
1189 1138 6240 20
1090 1080 6240 20
1090 1125 6240 20
1090 1080 6260 20
1090 1125 6260 20
1189 1138 6280 20
1200 1125 6280 20
1090 1080 6280 20
1090 1125 6280 20
1080 1125 6280 20
1189 1138 6300 20
1200 1125 6300 20
1080 1125 6300 20
1121 1080 6320 20
1121 1125 6320 20
1125 1200 6320 20
1063 1200 6320 20
1200 1080 6320 20
1080 1121 6340 20
1121 1125 6340 20
1189 1073 6360 20
1104 1080 6360 20
1104 1125 6360 20
1080 1121 6360 20
1080 1125 6360 20
1121 1125 6360 20
1080 1125 6380 20
1104 1125 6380 20
1063 1146 6400 20
1104 1125 6400 20
1080 1125 6400 20
1104 1125 6420 20
1080 1125 6420 20
1199 1189 6440 20
1198 1125 6440 20
1092 1125 6440 20
1080 1125 6440 20
1198 1125 6460 20
1092 1125 6460 20
1080 1125 6460 20
1198 1080 6480 20
1198 1125 6480 20
1198 1125 6500 20
1080 1125 6500 20
1198 1125 6520 20
1080 1125 6520 20
1198 1125 6540 20
1198 1146 6560 20
1198 1125 6560 20
1187 1080 6580 20
1187 1125 6580 20
1198 1146 6580 20
1215 1080 6580 20
1215 1125 6580 20
1097 1104 6580 20
1187 1125 6600 20
1198 1146 6600 20
1215 1080 6600 20
1187 1125 6620 20
1198 1146 6620 20
1215 1080 6620 20
1215 1125 6620 20
1187 1080 6640 20
1187 1125 6640 20
1198 1146 6640 20
1080 1125 6640 20
1187 1080 6660 20
1187 1125 6660 20
1199 1228 6660 20
1080 1125 6660 20
1187 1125 6680 20
1337 1125 6680 20
1086 1125 6720 20
1199 1228 6740 20
1080 1125 6740 20
1080 1086 6740 20
1086 1125 6740 20
1047 1337 6760 20
1189 1337 6760 20
1335 1125 6760 20
1337 1121 6760 20
1086 1125 6760 20
1189 1200 6780 20
1335 1080 6780 20
1335 1125 6780 20
1086 1125 6780 20
1080 1125 6780 20
1175 1080 6800 20
1175 1125 6800 20
1189 1210 6800 20
1063 1336 6800 20
1080 1125 6800 20
1175 1125 6820 20
1189 1228 6820 20
1199 1228 6820 20
1080 1125 6820 20
1175 1080 6840 20
1175 1121 6840 20
1175 1125 6840 20
1189 1228 6840 20
1199 1228 6840 20
1336 1080 6840 20
1337 1125 6840 20
1080 1125 6840 20
1189 1228 6860 20
1193 1080 6860 20
1337 1125 6860 20
1336 1080 6860 20
1336 1125 6860 20
1193 1359 6880 20
1337 1125 6880 20
1336 1080 6880 20
1336 1125 6880 20
1336 1359 6880 20
1164 1208 6900 20
1189 1199 6900 20
1193 1080 6900 20
1193 1125 6900 20
1067 1336 6900 20
1359 1336 6900 20
1336 1125 6900 20
1193 1336 6920 20
1193 1080 6920 20
1193 1125 6920 20
1067 1125 6920 20
1334 1336 6920 20
1336 1080 6920 20
1336 1125 6920 20
1180 1125 6940 20
1193 1336 6940 20
1193 1080 6940 20
1334 1336 6940 20
1336 1125 6940 20
1080 1193 6960 20
1080 1334 6960 20
1193 1336 6960 20
1067 1359 6960 20
1334 1336 6960 20
1336 1125 6960 20
1164 1208 6980 20
1067 1359 6980 20
1334 1125 6980 20
1360 1125 6980 20
1164 1142 7000 20
1164 1198 7000 20
1067 1334 7000 20
1067 1359 7000 20
1334 1080 7000 20
1334 1360 7000 20
1334 1125 7000 20
1334 1359 7000 20
1208 1142 7000 20
1360 1125 7000 20
1080 1105 7000 20
1199 1097 7020 20
1199 1143 7020 20
1212 1125 7020 20
1080 1105 7020 20
1067 1334 7040 20
1334 1359 7040 20
1212 1125 7040 20
1080 1105 7040 20
1189 1334 7060 20
1080 1125 7060 20
1189 1360 7080 20
1189 1090 7080 20
1189 1142 7080 20
1199 1142 7080 20
1358 1125 7080 20
1080 1125 7080 20
1189 1360 7100 20
1189 1142 7100 20
1336 1125 7100 20
1358 1080 7100 20
1358 1125 7100 20
1080 1125 7100 20
1189 1360 7120 20
1198 1143 7120 20
1189 1360 7140 20
1189 1142 7140 20
1210 1142 7140 20
1341 1125 7140 20
1360 1142 7140 20
1142 1146 7140 20
1360 1143 7160 20
1041 1125 7180 20
1080 1213 7180 20
1080 1125 7180 20
1080 1125 7200 20
1080 1213 7200 20
1213 1125 7200 20
1164 1142 7220 20
1164 1142 7240 20
1135 1080 7240 20
1135 1125 7240 20
1198 1334 7240 20
1090 1125 7240 20
1177 1125 7260 20
1341 1213 7260 20
1177 1125 7280 20
1155 1135 7300 20
1177 1125 7300 20
1039 1208 7320 20
1080 1051 7320 20
1051 1125 7320 20
1336 1125 7320 20
1177 1125 7340 20
1051 1080 7340 20
1051 1090 7340 20
1155 1135 7360 20
1164 1142 7360 20
1336 1125 7360 20
1155 1135 7380 20
1177 1189 7380 20
1090 1135 7380 20
1336 1125 7380 20
1164 1142 7400 20
1080 1179 7400 20
1164 1142 7420 20
1198 1146 7420 20
1164 1142 7440 20
1080 1179 7440 20
1080 1179 7460 20
1198 1125 7460 20
1164 1142 7500 20
1198 1125 7500 20
1212 1215 7500 20
1215 1103 7500 20
1080 1179 7520 20
1198 1125 7520 20
1090 1146 7520 20
1179 1080 7540 20
1198 1125 7540 20
1090 1146 7540 20
1198 1125 7560 20
1198 1125 7580 20
1179 1080 7600 20
1189 1125 7600 20
1198 1146 7600 20
1138 1142 7640 20
1198 1146 7640 20
1199 1360 7640 20
1337 1336 7640 20
1051 1142 7640 20
1125 1142 7640 20
1164 1125 7660 20
1210 1213 7660 20
1336 1125 7660 20
1199 1336 7680 20
1080 1206 7680 20
1155 1135 7700 20
1198 1146 7700 20
1080 1125 7700 20
1080 1206 7700 20
1164 1080 7720 20
1063 1138 7720 20
1080 1125 7720 20
1336 1125 7720 20
1155 1189 7740 20
1189 1359 7740 20
1199 1138 7760 20
1334 1080 7760 20
1179 1146 7760 20
1155 1135 7780 20
1067 1138 7780 20
1067 1199 7780 20
1199 1138 7780 20
1337 1358 7780 20
1210 1213 7780 20
1155 1097 7800 20
1155 1335 7800 20
1067 1199 7800 20
1199 1138 7800 20
1097 1135 7800 20
1067 1199 7820 20
1105 1143 7820 20
1189 1199 7840 20
1067 1199 7840 20
1155 1135 7860 20
1189 1199 7860 20
1189 1199 7880 20
1341 1213 7880 20
1189 1199 7900 20
1164 1053 7920 20
1053 1208 7920 20
1053 1335 7920 20
1189 1199 7920 20
1213 1341 7920 20
1164 1213 7940 20
1189 1199 7940 20
1090 1146 7940 20
1155 1135 7960 20
1189 1199 7960 20
1105 1143 7960 20
1189 1199 7980 20
1032 1042 8000 20
1189 1199 8000 20
1155 1135 8020 20
1056 1080 8020 20
1189 1199 8020 20
1334 1337 8020 20
1155 1135 8040 20
1056 1080 8040 20
1056 1080 8060 20
1067 1359 8060 20
1155 1135 8080 20
1056 1080 8080 20
1067 1359 8080 20
1155 1135 8100 20
1164 1138 8120 20
1067 1359 8120 20
1080 1131 8120 20
1155 1135 8140 20
1164 1138 8140 20
1189 1198 8140 20
1067 1359 8140 20
1155 1135 8160 20
1080 1131 8160 20
1180 1056 8160 20
1067 1359 8160 20
1155 1135 8180 20
1080 1131 8180 20
1155 1135 8200 20
1080 1097 8200 20
1210 1131 8200 20
1155 1135 8220 20
1164 1336 8220 20
1164 1138 8220 20
1189 1131 8220 20
1189 1199 8220 20
1336 1138 8220 20
1080 1097 8220 20
1155 1135 8240 20
1189 1212 8240 20
1198 1336 8240 20
1155 1135 8260 20
1200 1092 8260 20
1336 1097 8260 20
1105 1143 8280 20
1336 1360 8300 20
1105 1143 8300 20
1080 1336 8320 20
1090 1179 8320 20
1105 1143 8320 20
1080 1336 8340 20
1080 1113 8340 20
1336 1113 8360 20
1155 1135 8380 20
1336 1113 8380 20
1155 1135 8400 20
1175 1107 8400 20
1104 1334 8420 20
1063 1138 8440 20
1113 1138 8440 20
1189 1109 8460 20
1063 1336 8460 20
1063 1138 8460 20
1336 1138 8460 20
1105 1143 8460 20
1189 1109 8480 20
1063 1336 8480 20
1063 1138 8480 20
1335 1208 8480 20
1181 1080 8500 20
1175 1107 8520 20
1177 1200 8520 20
1063 1336 8520 20
1063 1138 8520 20
1080 1126 8520 20
1336 1138 8540 20
1080 1126 8540 20
1175 1107 8560 20
1063 1138 8560 20
1080 1126 8560 20
1336 1138 8560 20
1175 1107 8580 20
1336 1138 8580 20
1080 1126 8580 20
1175 1107 8600 20
1047 1189 8600 20
1336 1138 8600 20
1336 1138 8620 20
1126 1127 8620 20
1177 1200 8640 20
1063 1336 8640 20
1336 1138 8640 20
1075 1208 8640 20
1105 1143 8640 20
1171 1080 8660 20
1063 1336 8660 20
1075 1208 8660 20
1090 1336 8660 20
1336 1105 8660 20
1336 1138 8660 20
1171 1080 8680 20
1177 1200 8680 20
1171 1080 8700 20
1177 1200 8700 20
1189 1228 8700 20
1105 1143 8700 20
1228 1359 8700 20
1032 1042 8720 20
1171 1080 8720 20
1177 1200 8720 20
1155 1135 8740 20
1042 1189 8740 20
1189 1090 8740 20
1105 1143 8740 20
1155 1135 8760 20
1042 1189 8760 20
1171 1080 8760 20
1228 1336 8760 20
1032 1189 8780 20
1164 1075 8780 20
1042 1189 8780 20
1171 1080 8780 20
1080 1125 8780 20
1127 1359 8780 20
1175 1047 8800 20
1164 1075 8800 20
1042 1189 8800 20
1177 1215 8800 20
1049 1125 8800 20
1056 1075 8800 20
1039 1105 8820 20
1042 1189 8820 20
1049 1125 8820 20
1177 1200 8820 20
1056 1198 8820 20
1075 1105 8820 20
1080 1125 8820 20
1131 1358 8840 20
1032 1042 8840 20
1049 1125 8840 20
1047 1228 8840 20
1189 1042 8840 20
1189 1127 8840 20
1080 1125 8840 20
1358 1127 8840 20
1177 1215 8860 20
1189 1127 8860 20
1080 1125 8860 20
1229 1125 8860 20
1105 1143 8860 20
1080 1229 8880 20
1063 1138 8880 20
1229 1125 8880 20
1189 1131 8900 20
1063 1138 8900 20
1080 1125 8900 20
1131 1189 8920 20
1166 1080 8940 20
1049 1189 8940 20
1189 1125 8940 20
1042 1125 8960 20
1189 1125 8960 20
1336 1125 8960 20
1189 1125 8980 20
1198 1335 8980 20
1125 1359 8980 20
1049 1212 9000 20
1189 1125 9000 20
1198 1335 9000 20
1336 1125 9000 20
1155 1171 9020 20
1171 1092 9020 20
1189 1125 9020 20
1198 1335 9020 20
1189 1125 9040 20
1198 1335 9040 20
1171 1092 9060 20
1198 1336 9060 20
1198 1335 9060 20
1198 1336 9080 20
1198 1335 9080 20
1198 1336 9100 20
1198 1335 9100 20
1080 1133 9120 20
1198 1336 9120 20
1198 1335 9120 20
1358 1104 9140 20
1198 1335 9160 20
1080 1336 9160 20
1049 1212 9180 20
1049 1359 9180 20
1189 1125 9180 20
1334 1133 9180 20
1080 1336 9180 20
1212 1359 9180 20
1049 1212 9200 20
1335 1336 9200 20
1335 1337 9200 20
1080 1336 9200 20
1080 1337 9200 20
1181 1189 9220 20
1334 1133 9220 20
1080 1336 9220 20
1181 1125 9240 20
1189 1125 9240 20
1336 1093 9240 20
1164 1213 9260 20
1093 1336 9260 20
1080 1337 9280 20
1181 1125 9280 20
1337 1336 9280 20
1336 1093 9280 20
1080 1337 9300 20
1080 1337 9320 20
1189 1138 9340 20
1080 1337 9340 20
1189 1138 9360 20
1166 1177 9380 20
1189 1138 9380 20
1080 1337 9380 20
1189 1138 9400 20
1337 1227 9400 20
1080 1337 9420 20
1080 1227 9420 20
1080 1214 9420 20
1337 1214 9420 20
1199 1138 9440 20
1080 1337 9440 20
1080 1227 9440 20
1080 1214 9440 20
1337 1227 9440 20
1337 1227 9460 20
1199 1138 9520 20
1337 1227 9520 20
1191 1080 9620 20
1189 1214 9640 20
1191 1080 9640 20
1336 1179 9640 20
1179 1336 9660 20
1191 1080 9660 20
1179 1336 9680 20
1189 1227 9680 20
1032 1042 9700 20
1227 1179 9700 20
1032 1042 9720 20
1189 1191 9760 20
1336 1080 9760 20
1189 1214 9780 20
1080 1336 9780 20
1189 1138 9800 20
1189 1138 9820 20
1189 1080 9840 20
1189 1138 9840 20
1189 1138 9860 20
1189 1138 9880 20
1189 1138 9900 20
1189 1138 9920 20
1189 1138 9940 20
1198 1179 9960 20
1336 1138 10020 20
1177 1179 10040 20
1138 1336 10040 20
1198 1212 10060 20
1336 1138 10060 20
1177 1179 10080 20
1198 1212 10080 20
1336 1138 10080 20
1198 1212 10100 20
1080 1337 10100 20
1166 1138 10120 20
1179 1189 10120 20
1198 1212 10120 20
1179 1189 10140 20
1189 1336 10140 20
1198 1212 10140 20
1198 1212 10160 20
1166 1138 10180 20
1179 1189 10180 20
1032 1042 10200 20
1198 1336 10200 20
1032 1042 10220 20
1177 1179 10220 20
1179 1189 10220 20
1032 1042 10240 20
1073 1336 10240 20
1073 1187 10240 20
1189 1073 10260 20
1179 1189 10280 20
1179 1189 10300 20
1047 1228 10320 20
1189 1179 10320 20
1047 1228 10340 20
1138 1336 10340 20
1032 1042 10500 20
1166 1138 10500 20
1166 1199 10500 20
1032 1042 10520 20
1166 1138 10520 20
1166 1199 10520 20
1073 1358 10520 20
1032 1042 10540 20
1032 1042 10560 20
1089 1336 10560 20
1336 1089 10580 20
1080 1136 10740 20
1166 1138 10800 20
1166 1138 10840 20
1166 1138 10860 20
1358 1126 11020 20
1193 1228 11040 20
1336 1126 11100 20
1199 1138 11140 20
1199 1138 11160 20
1337 1082 11160 20
1138 1199 11180 20
1337 1082 11180 20
1187 1073 11240 20
1179 1189 11300 20
1179 1189 11320 20
1212 1359 11320 20
1032 1042 11340 20
1032 1042 11360 20
1032 1042 11380 20
1199 1138 11380 20
1032 1042 11420 20
1166 1138 11440 20
1032 1042 11460 20
1032 1042 11480 20
1032 1042 11500 20
1032 1042 11540 20
1179 1189 11540 20
1179 1189 11560 20
1131 1138 11580 20
1179 1189 11660 20
1179 1189 11680 20
1179 1189 11700 20
1179 1189 11720 20
1199 1082 11800 20
1166 1138 11860 20
1155 1097 11880 20
1047 1228 11880 20
1166 1138 11880 20
1175 1198 11880 20
1175 1359 11880 20
1198 1228 11880 20
1198 1334 11880 20
1198 1086 11880 20
1334 1359 11880 20
1086 1359 11880 20
1097 1206 11880 20
1097 1135 11880 20
1228 1179 11880 20
1047 1135 11900 20
1198 1228 11900 20
1198 1086 11900 20
1334 1359 11900 20
1337 1336 11900 20
1214 1135 11900 20
1215 1109 11900 20
1228 1086 11900 20
1359 1133 11900 20
1047 1086 11920 20
1360 1189 11920 20
1175 1109 11920 20
1189 1214 11920 20
1189 1127 11920 20
1198 1228 11920 20
1097 1359 11920 20
1334 1082 11920 20
1171 1359 11940 20
1198 1206 11940 20
1086 1135 11940 20
1206 1227 11940 20
1171 1359 11960 20
1198 1228 11960 20
1228 1086 11960 20
1135 1086 11960 20
1155 1135 11980 20
1193 1227 11980 20
1198 1228 11980 20
1336 1080 11980 20
1206 1227 11980 20
1086 1135 11980 20
1155 1135 12000 20
1171 1189 12000 20
1179 1214 12000 20
1189 1086 12000 20
1198 1228 12000 20
1073 1214 12000 20
1228 1109 12000 20
1228 1127 12000 20
1109 1127 12000 20
1189 1097 12020 20
1189 1109 12020 20
1189 1359 12020 20
1198 1228 12020 20
1198 1126 12020 20
1198 1127 12020 20
1199 1082 12020 20
1073 1214 12020 20
1228 1126 12020 20
1126 1127 12020 20
1187 1229 12080 20
1187 1229 12100 20
1199 1082 12100 20
1103 1146 12100 20
1187 1179 12140 20
1075 1208 12280 20
1041 1213 12320 20
1042 1080 12320 20
1041 1213 12340 20
1032 1042 12420 20
1103 1146 12420 20
1032 1042 12620 20
1032 1042 12640 20
1032 1042 12660 20
1032 1042 12680 20
1032 1042 12700 20
1032 1042 12720 20
1126 1127 12860 20
1126 1127 12880 20
1126 1127 12900 20
1126 1127 12920 20
1126 1127 12940 20
1126 1127 12960 20
1126 1127 13000 20
1337 1117 13040 20
1337 1117 13060 20
1198 1228 13120 20
1336 1125 13300 20
1336 1125 13320 20
1336 1125 13340 20
1336 1138 13360 20
1337 1114 13360 20
1336 1138 13400 20
1126 1127 13420 20
1080 1336 13440 20
1080 1336 13460 20
1337 1114 13460 20
1075 1208 13480 20
1053 1075 13500 20
1191 1208 13520 20
1191 1103 13520 20
1067 1105 13520 20
1067 1107 13520 20
1075 1142 13520 20
1208 1103 13520 20
1191 1208 13540 20
1105 1125 13560 20
1191 1103 13560 20
1075 1089 13560 20
1336 1125 13560 20
1191 1103 13580 20
1075 1089 13580 20
1125 1105 13580 20
1125 1142 13580 20
1164 1210 13620 20
1040 1210 13620 20
1040 1075 13620 20
1040 1107 13620 20
1040 1191 13620 20
1191 1103 13620 20
1104 1146 13620 20
1104 1336 13660 20
1040 1138 13660 20
1040 1071 13660 20
1336 1105 13660 20
1040 1138 13680 20
